cow_id,parity,blood_calcium_mg_dl,blood_phosphorus_mg_dl,body_condition_score,days_to_calving,milk_yield_day1_kg,activity_level_score,dietary_cation_anion_difference,feed_intake_kg_day,rumination_minutes_day,behavioral_pattern,emergency_vet_required,stage
COW-2473,3,6.83,7.87,4.9,7,34.5,4.7,22.0,16.5,259.9,Normal movement,No,Mild
COW-2474,4,10.46,7.26,2.4,23,27.4,7.8,31.8,23.0,472.4,Reduced movement,No,Normal
COW-2475,2,6.22,3.65,2.3,16,41.0,4.4,7.4,12.2,366.5,Muscle tremors,No,Mild
COW-2476,1,9.19,5.28,3.1,1,31.4,9.4,-2.7,19.6,574.2,Normal movement,No,Normal
COW-2477,3,6.89,7.89,2.2,14,23.2,3.2,18.4,16.1,371.9,Reduced movement,No,Mild
COW-2478,4,7.17,6.71,4.5,-1,31.7,6.6,6.6,16.3,476.3,Reduced movement,No,Subclinical
COW-2479,4,8.31,5.03,4.7,21,39.5,5.8,34.9,15.1,358.4,Muscle tremors,No,Subclinical
COW-2480,1,4.04,5.56,3.2,18,12.1,1.6,17.0,9.6,90.1,Lethargic,Yes,Critical
COW-2481,1,9.38,6.02,2.6,9,29.9,8.3,3.9,24.9,552.7,Lethargic,No,Normal
COW-2482,7,6.15,5.17,4.5,0,20.3,3.4,-6.9,17.1,307.8,Reduced movement,No,Mild
COW-2483,3,5.83,4.6,4.0,1,33.8,3.5,31.8,14.6,246.6,Normal movement,Yes,Moderate
COW-2484,8,8.33,6.11,3.2,10,35.4,6.2,34.9,18.4,364.7,Normal movement,No,Subclinical
COW-2485,7,6.24,3.67,4.9,13,43.2,3.4,38.6,14.0,285.9,Reduced movement,No,Mild
COW-2486,1,5.33,7.75,2.1,10,12.7,2.5,23.9,9.7,293.9,Lethargic,Yes,Moderate
COW-2487,8,5.37,5.33,4.2,12,27.5,2.7,28.8,13.0,224.4,Muscle tremors,Yes,Moderate
COW-2488,5,8.01,4.0,4.9,22,23.0,6.9,11.0,19.6,400.3,Lethargic,No,Subclinical
COW-2489,7,8.35,3.4,3.0,18,10.8,5.1,23.4,16.0,392.1,Normal movement,No,Subclinical
COW-2490,5,7.71,3.71,4.4,18,30.2,6.6,6.8,15.9,409.9,Muscle tremors,No,Subclinical
COW-2491,4,8.53,6.88,3.8,2,19.3,9.6,6.2,19.9,485.9,Lethargic,No,Normal
COW-2492,5,9.8,7.7,4.4,14,37.2,8.8,33.7,19.7,584.6,Reduced movement,No,Normal
COW-2493,1,6.41,3.52,4.7,-4,11.0,3.8,20.5,15.9,318.7,Normal movement,No,Mild
COW-2494,6,8.29,5.74,2.3,30,19.8,5.3,-6.4,15.6,405.3,Lethargic,No,Subclinical
COW-2495,5,5.67,5.3,2.8,26,11.7,2.4,12.3,14.2,240.7,Reduced movement,Yes,Moderate
COW-2496,1,5.62,3.74,4.7,24,25.9,2.8,16.8,10.4,269.0,Muscle tremors,Yes,Moderate
COW-2497,7,6.17,6.23,2.1,17,38.5,3.9,29.8,12.7,386.7,Unable to stand,No,Mild
COW-2498,6,9.15,7.6,3.5,6,35.5,8.6,-11.4,24.9,455.5,Reduced movement,No,Normal
COW-2499,4,8.74,6.46,2.4,8,36.7,7.1,14.1,20.1,595.1,Normal movement,No,Normal
COW-2500,3,8.27,4.76,2.5,20,16.2,5.4,24.6,16.0,443.4,Unable to stand,No,Subclinical
COW-2501,8,6.71,4.76,4.7,8,41.8,3.7,-6.8,16.3,395.0,Reduced movement,No,Mild
COW-2502,8,6.2,3.87,2.9,25,34.2,4.2,30.6,17.4,340.5,Reduced movement,No,Mild
COW-2503,4,5.12,3.17,3.2,-2,29.3,2.8,10.3,8.6,222.0,Unable to stand,Yes,Moderate
COW-2504,8,10.08,7.27,3.1,1,10.5,7.4,-8.1,21.5,473.8,Muscle tremors,No,Normal
COW-2505,4,10.29,6.53,4.9,26,33.3,8.7,31.3,21.9,594.3,Muscle tremors,No,Normal
COW-2506,5,5.48,5.21,2.8,4,17.3,2.5,38.3,10.8,204.0,Reduced movement,Yes,Moderate
COW-2507,3,3.7,3.53,3.8,11,44.9,0.7,4.0,8.3,82.0,Unable to stand,Yes,Critical
COW-2508,3,8.86,7.11,3.9,16,17.4,9.9,21.1,20.8,506.6,Muscle tremors,No,Normal
COW-2509,8,10.23,3.28,3.2,26,19.7,7.7,30.5,24.0,467.2,Normal movement,No,Normal
COW-2510,6,7.32,5.81,2.4,-1,17.7,6.1,6.2,16.5,368.3,Muscle tremors,No,Subclinical
COW-2511,5,6.6,4.83,2.2,12,37.7,3.5,-12.5,17.0,321.0,Lethargic,No,Mild
COW-2512,2,10.1,5.14,4.2,-1,12.7,9.8,27.2,22.6,505.2,Lethargic,No,Normal
COW-2513,5,8.53,5.96,2.6,15,25.8,9.8,12.3,18.6,558.1,Reduced movement,No,Normal
COW-2514,1,10.12,6.33,2.2,26,13.4,7.1,25.1,19.2,596.5,Normal movement,No,Normal
COW-2515,2,10.38,7.73,3.2,29,29.8,8.7,10.0,23.3,514.5,Normal movement,No,Normal
COW-2516,8,7.3,3.4,3.8,6,14.6,5.3,20.9,17.5,422.6,Normal movement,No,Subclinical
COW-2517,6,7.97,5.72,3.1,8,42.9,6.9,22.7,17.7,421.3,Lethargic,No,Subclinical
COW-2518,2,9.76,5.56,4.2,16,16.4,8.1,-8.1,20.2,454.6,Normal movement,No,Normal
COW-2519,2,9.2,4.36,2.8,24,38.0,7.1,0.6,20.4,571.1,Normal movement,No,Normal
COW-2520,1,6.13,5.72,4.3,26,24.0,4.9,16.5,14.8,295.9,Unable to stand,No,Mild
COW-2521,5,8.24,4.74,4.1,-3,19.0,5.2,3.2,19.1,407.8,Normal movement,No,Subclinical
COW-2522,6,7.44,4.93,2.8,22,31.6,5.4,38.0,16.0,438.3,Muscle tremors,No,Subclinical
COW-2523,6,8.77,6.47,3.8,-5,16.3,9.1,4.2,19.6,480.9,Reduced movement,No,Normal
COW-2524,8,7.58,7.27,3.8,28,31.7,5.4,15.8,16.5,498.1,Unable to stand,No,Subclinical
COW-2525,7,6.31,7.86,4.3,13,36.1,3.6,1.9,15.9,287.2,Lethargic,No,Mild
COW-2526,5,5.55,6.76,2.7,11,19.7,2.8,9.8,14.5,250.7,Reduced movement,Yes,Moderate
COW-2527,5,8.23,6.29,3.7,4,17.9,5.5,17.6,17.6,451.4,Unable to stand,No,Subclinical
COW-2528,8,8.01,6.21,4.6,12,13.5,5.4,-6.3,17.9,472.6,Normal movement,No,Subclinical
COW-2529,8,3.68,3.22,3.0,28,22.2,1.5,0.8,4.7,137.4,Muscle tremors,Yes,Critical
COW-2530,8,8.12,3.05,2.9,22,39.7,5.3,6.0,18.9,355.6,Normal movement,No,Subclinical
COW-2531,4,9.63,4.78,2.4,2,17.1,9.5,32.5,19.0,560.6,Lethargic,No,Normal
COW-2532,6,5.48,6.14,4.5,-5,29.4,3.2,8.7,9.3,249.9,Normal movement,Yes,Moderate
COW-2533,4,5.85,4.3,3.0,19,17.7,2.5,-11.0,10.5,215.8,Unable to stand,Yes,Moderate
COW-2534,1,8.24,3.79,4.0,3,11.2,5.6,-1.3,15.9,474.3,Lethargic,No,Subclinical
COW-2535,3,7.37,6.32,4.1,21,27.7,5.4,23.1,15.5,395.2,Muscle tremors,No,Subclinical
COW-2536,1,5.03,6.55,4.7,12,23.4,3.6,17.0,14.9,258.1,Normal movement,Yes,Moderate
COW-2537,2,9.79,5.33,2.6,-3,20.6,9.9,31.3,21.1,492.9,Normal movement,No,Normal
COW-2538,6,10.39,4.4,3.2,6,25.7,7.5,3.5,23.7,541.4,Reduced movement,No,Normal
COW-2539,3,9.54,3.08,3.0,1,17.5,7.5,33.3,23.6,451.4,Reduced movement,No,Normal
COW-2540,4,9.01,6.35,3.3,24,22.8,8.4,29.9,18.5,553.8,Muscle tremors,No,Normal
COW-2541,3,5.7,4.25,4.2,6,19.7,3.2,5.4,10.4,277.7,Normal movement,Yes,Moderate
COW-2542,3,10.32,5.44,2.7,8,19.5,9.2,35.5,21.9,488.7,Reduced movement,No,Normal
COW-2543,5,9.42,6.99,4.8,-4,13.2,9.8,24.5,23.6,571.4,Reduced movement,No,Normal
COW-2544,3,6.26,6.61,4.7,11,33.1,4.8,15.1,12.4,372.1,Normal movement,No,Mild
COW-2545,8,5.58,3.53,4.4,6,42.4,3.4,-12.2,10.2,211.3,Lethargic,Yes,Moderate
COW-2546,4,6.48,6.14,3.0,-1,16.3,4.8,2.4,12.9,351.6,Normal movement,No,Mild
COW-2547,6,5.35,5.54,4.2,10,27.0,3.5,19.5,10.0,210.6,Muscle tremors,Yes,Moderate
COW-2548,2,8.11,3.6,3.4,27,11.5,5.2,23.3,15.4,496.9,Unable to stand,No,Subclinical
COW-2549,1,7.94,3.25,4.5,13,34.3,6.8,28.9,19.5,418.2,Reduced movement,No,Subclinical
COW-2550,6,7.14,3.89,3.0,2,27.3,6.9,-5.5,18.1,454.2,Reduced movement,No,Subclinical
COW-2551,7,5.67,3.11,4.6,4,15.1,2.5,5.7,11.9,201.8,Muscle tremors,Yes,Moderate
COW-2552,5,6.53,3.98,4.2,29,38.6,4.3,-3.9,17.1,278.9,Lethargic,No,Mild
COW-2553,8,10.25,5.5,3.8,16,10.4,9.5,10.6,20.1,576.1,Reduced movement,No,Normal
COW-2554,6,9.73,6.06,4.6,7,37.6,8.1,9.7,21.6,502.4,Lethargic,No,Normal
COW-2555,3,6.36,5.99,2.9,9,19.4,4.3,9.9,13.3,392.1,Muscle tremors,No,Mild
COW-2556,3,7.22,7.43,3.0,0,15.0,5.7,18.3,15.8,412.8,Normal movement,No,Subclinical
COW-2557,3,6.14,7.78,4.3,8,11.5,3.6,17.5,12.4,388.6,Lethargic,No,Mild
COW-2558,7,6.21,6.23,2.5,13,33.2,3.5,37.5,16.0,371.9,Normal movement,No,Mild
COW-2559,2,7.47,5.76,2.3,8,35.3,5.5,-2.7,17.6,446.9,Unable to stand,No,Subclinical
COW-2560,1,6.04,7.28,2.2,0,16.2,4.1,-6.6,17.1,283.7,Reduced movement,No,Mild
COW-2561,6,5.67,4.86,2.5,22,29.0,3.0,14.5,14.4,193.5,Muscle tremors,Yes,Moderate
COW-2562,1,8.71,5.69,3.2,14,36.3,8.7,31.0,21.7,489.3,Normal movement,No,Normal
COW-2563,7,8.86,6.19,3.4,15,28.2,9.8,27.7,24.4,524.7,Muscle tremors,No,Normal
COW-2564,5,6.85,5.98,4.2,8,20.4,3.8,-5.1,13.9,361.8,Unable to stand,No,Mild
COW-2565,7,10.12,6.45,2.1,5,31.4,7.5,14.3,19.4,452.6,Normal movement,No,Normal
COW-2566,8,10.38,7.33,2.3,23,15.4,9.8,26.8,22.0,579.3,Unable to stand,No,Normal
COW-2567,5,6.52,4.0,4.2,-4,12.0,4.1,33.1,15.9,327.1,Muscle tremors,No,Mild
COW-2568,3,7.99,3.81,3.0,29,23.9,5.1,33.0,16.7,379.5,Normal movement,No,Subclinical
COW-2569,1,9.15,4.17,4.1,17,29.4,7.5,-6.1,19.7,529.4,Muscle tremors,No,Normal
COW-2570,3,5.59,4.99,4.1,5,38.8,3.1,26.6,12.3,187.2,Reduced movement,Yes,Moderate
COW-2571,3,5.76,6.05,3.2,8,17.5,4.0,11.6,9.4,284.6,Normal movement,Yes,Moderate
COW-2572,2,8.24,6.84,2.5,24,13.7,6.9,8.9,19.6,462.5,Lethargic,No,Subclinical
COW-2573,2,3.5,3.78,4.7,4,13.5,0.6,14.7,4.9,140.7,Unable to stand,Yes,Critical
COW-2574,4,6.31,3.32,3.4,-4,24.2,3.4,34.3,16.4,359.2,Muscle tremors,No,Mild
COW-2575,1,7.59,3.03,4.7,29,28.3,6.3,32.1,16.9,437.3,Lethargic,No,Subclinical
COW-2576,2,9.74,5.3,3.5,2,22.3,8.4,17.6,21.1,511.5,Unable to stand,No,Normal
COW-2577,4,5.49,6.38,5.0,4,34.6,2.6,5.7,12.6,201.4,Muscle tremors,Yes,Moderate
COW-2578,3,7.86,5.24,2.9,27,30.8,5.7,34.0,19.1,370.8,Reduced movement,No,Subclinical
COW-2579,4,9.7,5.22,2.9,3,30.3,9.0,18.4,22.4,451.4,Muscle tremors,No,Normal
COW-2580,8,8.79,4.52,4.3,20,27.0,8.9,15.9,21.0,598.3,Unable to stand,No,Normal
COW-2581,8,5.28,6.09,3.7,20,19.7,3.4,37.4,9.8,222.2,Reduced movement,Yes,Moderate
COW-2582,5,5.1,7.72,3.0,20,35.7,2.9,14.5,10.0,235.0,Unable to stand,Yes,Moderate
COW-2583,7,9.09,3.05,3.8,27,38.2,8.8,33.2,18.2,493.5,Lethargic,No,Normal
COW-2584,2,4.67,5.29,3.2,13,29.4,2.0,34.6,5.0,96.7,Normal movement,Yes,Critical
COW-2585,3,5.24,4.11,3.7,29,30.1,3.7,-4.6,10.5,192.5,Normal movement,Yes,Moderate
COW-2586,5,9.83,5.37,4.5,1,29.4,8.6,7.9,19.7,539.3,Reduced movement,No,Normal
COW-2587,8,10.08,6.4,4.2,20,13.6,9.7,33.9,18.3,481.9,Unable to stand,No,Normal
COW-2588,4,7.02,5.79,4.3,7,38.9,6.9,38.8,16.8,393.9,Lethargic,No,Subclinical
COW-2589,1,7.7,3.59,3.4,21,40.7,6.0,29.2,18.6,352.9,Normal movement,No,Subclinical
COW-2590,4,9.36,7.59,2.9,11,14.6,9.7,17.7,18.9,484.6,Normal movement,No,Normal
COW-2591,5,7.93,7.09,3.1,14,42.9,6.9,5.8,17.8,489.4,Reduced movement,No,Subclinical
COW-2592,6,9.72,5.13,2.5,6,14.4,8.3,-14.6,21.3,497.3,Reduced movement,No,Normal
COW-2593,5,9.38,4.94,3.6,15,23.0,7.1,-2.7,21.5,522.1,Muscle tremors,No,Normal
COW-2594,2,10.2,5.45,2.2,3,20.1,9.5,25.1,21.7,496.9,Reduced movement,No,Normal
COW-2595,1,8.51,3.46,4.6,25,18.3,7.7,27.8,18.9,477.7,Reduced movement,No,Normal
COW-2596,8,6.45,6.66,3.9,30,21.2,3.9,22.1,13.6,346.4,Unable to stand,No,Mild
COW-2597,3,9.67,6.56,2.9,20,14.0,7.9,12.6,22.8,501.9,Muscle tremors,No,Normal
COW-2598,2,7.63,6.18,3.1,0,19.0,5.1,10.0,19.6,429.4,Lethargic,No,Subclinical
COW-2599,6,7.89,5.64,4.2,13,13.9,5.7,28.4,15.7,415.8,Muscle tremors,No,Subclinical
COW-2600,5,9.9,7.24,3.8,-3,21.7,9.9,11.9,21.2,489.0,Unable to stand,No,Normal
COW-2601,4,8.75,6.44,2.7,28,42.1,7.7,38.9,18.6,568.1,Muscle tremors,No,Normal
COW-2602,8,4.21,4.76,2.5,29,26.6,1.8,-14.5,8.9,146.8,Unable to stand,Yes,Critical
COW-2603,6,7.96,5.04,4.5,8,42.4,5.6,25.1,15.6,453.7,Muscle tremors,No,Subclinical
COW-2604,1,5.09,5.39,2.9,19,27.4,3.1,25.4,8.8,231.0,Muscle tremors,Yes,Moderate
COW-2605,3,6.53,4.12,4.4,3,30.6,3.8,16.7,17.6,398.0,Muscle tremors,No,Mild
COW-2606,7,6.24,5.93,2.1,-3,13.9,4.8,14.3,12.3,338.1,Unable to stand,No,Mild
COW-2607,4,9.65,6.54,2.5,0,28.9,8.6,7.5,19.6,589.7,Unable to stand,No,Normal
COW-2608,5,8.84,6.88,2.9,24,30.4,7.9,9.1,19.9,590.7,Unable to stand,No,Normal
COW-2609,6,5.74,4.74,3.6,28,36.0,3.8,31.3,10.3,265.2,Normal movement,Yes,Moderate
COW-2610,2,9.38,7.49,4.5,-1,38.7,8.8,1.5,23.1,541.4,Unable to stand,No,Normal
COW-2611,8,10.3,5.65,4.7,11,42.4,8.4,29.6,24.5,562.6,Lethargic,No,Normal
COW-2612,4,5.38,7.91,2.3,6,35.4,3.5,20.1,9.1,299.4,Reduced movement,Yes,Moderate
COW-2613,6,8.05,4.23,5.0,26,39.2,6.7,-10.6,15.6,362.3,Lethargic,No,Subclinical
COW-2614,1,8.03,6.6,3.9,5,39.2,6.2,9.5,19.6,494.9,Unable to stand,No,Subclinical
COW-2615,6,8.8,4.11,4.4,0,32.0,9.6,21.1,24.5,537.8,Unable to stand,No,Normal
COW-2616,1,8.06,6.34,2.6,20,10.7,5.9,25.9,18.7,465.3,Normal movement,No,Subclinical
COW-2617,2,7.01,7.92,2.9,15,22.2,6.9,-1.6,17.7,477.9,Muscle tremors,No,Subclinical
COW-2618,1,9.88,5.51,2.4,13,21.5,8.0,33.4,21.7,465.2,Lethargic,No,Normal
COW-2619,8,8.91,6.94,3.5,19,36.5,7.2,-7.3,20.4,554.6,Muscle tremors,No,Normal
COW-2620,6,9.52,4.21,3.9,-5,31.9,8.8,15.0,22.0,481.3,Muscle tremors,No,Normal
COW-2621,5,9.4,7.1,2.7,26,29.9,7.7,4.6,22.6,579.1,Normal movement,No,Normal
COW-2622,5,8.99,7.19,4.7,25,27.0,9.9,10.1,22.3,549.0,Reduced movement,No,Normal
COW-2623,7,8.4,4.25,2.5,0,23.2,6.3,-1.0,17.0,401.5,Normal movement,No,Subclinical
COW-2624,7,5.07,7.79,3.0,8,21.7,3.8,33.0,12.4,263.6,Lethargic,Yes,Moderate
COW-2625,5,7.06,5.8,2.0,26,44.3,5.7,-14.5,15.6,378.3,Reduced movement,No,Subclinical
COW-2626,4,7.59,6.17,4.0,24,14.1,6.9,26.5,17.5,365.4,Reduced movement,No,Subclinical
COW-2627,4,8.3,5.48,2.8,-5,29.9,6.2,-5.5,17.9,356.7,Unable to stand,No,Subclinical
COW-2628,5,6.84,6.77,3.1,10,39.1,4.0,27.2,16.6,380.7,Unable to stand,No,Mild
COW-2629,8,6.12,3.11,4.9,30,43.6,4.0,39.2,14.7,383.2,Normal movement,No,Mild
COW-2630,5,6.7,4.04,3.5,28,41.5,4.5,12.9,12.2,295.8,Reduced movement,No,Mild
COW-2631,8,7.91,4.07,2.9,25,25.7,5.7,30.6,17.6,459.8,Normal movement,No,Subclinical
COW-2632,1,9.71,3.97,4.5,21,43.9,8.9,-4.8,18.8,592.7,Reduced movement,No,Normal
COW-2633,6,7.37,6.28,2.5,9,41.3,5.3,18.6,15.2,389.3,Lethargic,No,Subclinical
COW-2634,3,7.01,6.45,4.1,12,13.5,6.5,-3.2,15.3,358.5,Lethargic,No,Subclinical
COW-2635,4,8.18,6.08,2.3,4,15.0,6.3,0.2,15.3,422.4,Muscle tremors,No,Subclinical
COW-2636,8,8.8,5.03,2.5,18,12.7,8.2,12.3,19.8,590.0,Lethargic,No,Normal
COW-2637,3,5.26,4.07,3.3,1,28.7,2.5,19.2,14.2,257.5,Normal movement,Yes,Moderate
COW-2638,7,9.55,3.06,3.6,23,34.3,7.3,-5.7,20.7,457.5,Reduced movement,No,Normal
COW-2639,1,6.54,5.07,2.4,18,16.9,4.6,37.7,13.4,384.0,Unable to stand,No,Mild
COW-2640,6,9.43,4.22,3.0,-5,10.9,8.8,10.4,18.2,464.4,Unable to stand,No,Normal
COW-2641,4,8.05,3.55,3.6,19,29.8,5.1,25.9,17.3,374.0,Muscle tremors,No,Subclinical
COW-2642,7,5.45,4.58,4.8,12,36.0,2.4,28.6,8.2,278.8,Muscle tremors,Yes,Moderate
COW-2643,3,9.59,5.27,2.9,21,11.9,10.0,38.8,18.5,575.1,Reduced movement,No,Normal
COW-2644,5,6.77,3.46,3.2,4,22.0,4.9,-3.2,12.8,304.1,Unable to stand,No,Mild
COW-2645,2,8.78,5.92,2.9,23,37.9,9.2,11.1,24.6,559.6,Reduced movement,No,Normal
COW-2646,1,7.29,3.47,4.8,25,24.3,5.4,20.8,18.2,403.0,Unable to stand,No,Subclinical
COW-2647,1,5.87,6.46,3.8,17,13.9,3.4,-13.0,9.9,221.4,Normal movement,Yes,Moderate
COW-2648,2,9.14,3.85,3.3,20,44.8,9.8,23.7,22.1,576.2,Unable to stand,No,Normal
COW-2649,7,5.23,5.57,3.3,8,26.2,3.1,40.0,13.5,289.0,Normal movement,Yes,Moderate
COW-2650,5,7.44,7.1,3.7,0,44.2,5.5,-9.0,17.6,384.6,Normal movement,No,Subclinical
COW-2651,3,7.12,6.63,3.6,7,23.8,5.6,37.9,15.3,435.7,Reduced movement,No,Subclinical
COW-2652,6,5.88,5.25,4.9,27,15.5,2.6,-2.7,9.9,232.4,Unable to stand,Yes,Moderate
COW-2653,5,7.6,7.99,2.6,26,34.0,5.3,25.8,19.3,375.2,Normal movement,No,Subclinical
COW-2654,6,7.0,3.09,3.6,10,37.8,5.4,25.9,16.1,359.1,Muscle tremors,No,Subclinical
COW-2655,2,7.86,5.84,2.3,11,14.2,5.0,28.9,17.6,465.2,Normal movement,No,Subclinical
COW-2656,2,7.54,3.69,3.5,24,36.0,6.5,17.0,18.1,473.1,Unable to stand,No,Subclinical
COW-2657,8,4.54,6.67,2.9,0,43.0,1.4,32.7,6.3,145.0,Unable to stand,Yes,Critical
COW-2658,5,7.54,7.21,3.8,12,34.0,5.1,-1.3,15.1,439.5,Normal movement,No,Subclinical
COW-2659,4,5.86,4.59,4.0,30,32.6,2.2,23.2,8.7,285.9,Lethargic,Yes,Moderate
COW-2660,5,7.21,6.32,2.2,8,21.3,5.0,-1.8,18.2,470.7,Muscle tremors,No,Subclinical
COW-2661,8,7.45,5.91,4.1,20,25.1,6.9,-6.8,18.0,387.6,Normal movement,No,Subclinical
COW-2662,3,9.03,6.85,4.7,27,15.3,8.9,-7.4,18.1,470.9,Reduced movement,No,Normal
COW-2663,5,8.36,5.65,3.5,-1,27.4,5.3,22.9,19.5,371.1,Reduced movement,No,Subclinical
COW-2664,6,7.89,4.11,5.0,-4,10.3,5.4,-10.2,16.6,492.7,Unable to stand,No,Subclinical
COW-2665,3,9.6,7.69,3.9,15,22.1,8.0,-14.0,21.8,553.0,Muscle tremors,No,Normal
COW-2666,1,8.62,5.04,2.2,3,29.7,8.8,13.7,19.5,489.7,Muscle tremors,No,Normal
COW-2667,2,9.95,3.64,4.2,22,12.4,9.2,-10.1,19.2,597.5,Normal movement,No,Normal
COW-2668,5,6.85,5.18,3.0,11,20.9,4.4,24.9,12.1,360.3,Lethargic,No,Mild
COW-2669,3,6.88,4.91,4.9,1,31.8,3.8,3.3,13.3,345.1,Normal movement,No,Mild
COW-2670,4,8.35,4.75,4.9,0,27.2,5.6,7.5,19.2,388.9,Reduced movement,No,Subclinical
COW-2671,6,10.01,7.76,3.2,-5,27.8,9.2,31.6,18.9,518.8,Muscle tremors,No,Normal
COW-2672,7,4.83,7.63,4.6,21,39.8,1.8,9.3,5.7,89.2,Lethargic,Yes,Critical
COW-2673,5,5.43,6.2,3.1,-3,24.4,3.7,36.3,12.6,249.4,Unable to stand,Yes,Moderate
COW-2674,8,10.49,4.36,2.6,-2,20.8,9.9,8.1,18.9,497.0,Muscle tremors,No,Normal
COW-2675,2,7.21,6.02,4.3,5,22.5,5.7,16.6,18.2,476.5,Reduced movement,No,Subclinical
COW-2676,7,9.82,6.83,2.3,26,37.1,7.8,15.1,20.0,572.8,Normal movement,No,Normal
COW-2677,8,7.35,4.69,3.8,13,27.5,6.7,32.5,17.1,396.0,Reduced movement,No,Subclinical
COW-2678,5,6.53,4.3,4.3,17,39.6,3.8,29.9,12.1,310.8,Normal movement,No,Mild
COW-2679,3,10.13,3.41,4.2,10,40.2,8.1,-8.5,19.4,562.5,Muscle tremors,No,Normal
COW-2680,7,8.51,6.65,4.6,19,11.9,9.8,-11.8,21.5,465.1,Reduced movement,No,Normal
COW-2681,4,8.71,7.56,2.1,0,38.3,8.3,-13.2,23.8,543.4,Normal movement,No,Normal
COW-2682,8,10.13,3.49,4.5,30,24.5,7.7,27.9,23.3,524.5,Normal movement,No,Normal
COW-2683,7,5.8,6.58,4.9,-2,35.3,2.3,-0.8,14.9,222.6,Unable to stand,Yes,Moderate
COW-2684,8,6.74,3.6,2.6,23,21.9,3.7,3.6,14.2,251.4,Reduced movement,No,Mild
COW-2685,1,6.43,5.22,4.2,25,14.8,3.3,10.7,15.2,380.1,Normal movement,No,Mild
COW-2686,8,6.1,5.56,4.3,25,44.2,3.8,-6.5,14.6,332.9,Reduced movement,No,Mild
COW-2687,7,6.23,4.69,2.7,23,40.7,4.0,15.8,12.7,279.7,Normal movement,No,Mild
COW-2688,1,5.16,5.75,4.4,24,40.3,2.6,12.5,8.1,266.7,Normal movement,Yes,Moderate
COW-2689,5,9.84,7.38,4.9,5,44.0,7.9,-8.3,23.6,470.2,Unable to stand,No,Normal
COW-2690,7,9.7,4.3,4.0,-4,23.6,9.3,9.3,21.9,577.0,Lethargic,No,Normal
COW-2691,2,8.99,6.74,4.6,4,13.1,9.5,-12.0,24.4,504.7,Normal movement,No,Normal
COW-2692,5,5.74,4.09,3.1,28,36.8,2.8,34.1,8.0,291.3,Reduced movement,Yes,Moderate
COW-2693,4,9.91,5.89,2.9,13,27.6,9.1,-2.9,22.3,579.9,Normal movement,No,Normal
COW-2694,2,9.98,4.58,2.7,4,13.5,8.8,35.1,23.7,572.1,Muscle tremors,No,Normal
COW-2695,6,8.07,5.02,4.4,9,33.4,6.4,36.5,19.9,454.7,Lethargic,No,Subclinical
COW-2696,2,8.69,4.38,3.5,11,36.9,8.0,-6.4,23.7,582.1,Unable to stand,No,Normal
COW-2697,7,5.77,4.6,4.3,2,14.8,2.2,27.4,11.3,246.2,Muscle tremors,Yes,Moderate
COW-2698,6,5.73,5.49,2.3,18,19.1,2.3,5.7,12.1,271.8,Normal movement,Yes,Moderate
COW-2699,8,6.14,4.46,4.3,18,37.0,4.5,8.3,12.1,294.3,Muscle tremors,No,Mild
COW-2700,1,7.5,7.13,3.4,18,23.4,5.9,-0.5,15.1,380.5,Muscle tremors,No,Subclinical
COW-2701,4,7.67,4.53,2.7,-4,37.2,6.4,33.9,16.1,423.0,Lethargic,No,Subclinical
COW-2702,5,5.45,3.25,3.7,16,19.1,2.6,26.3,11.2,201.7,Unable to stand,Yes,Moderate
COW-2703,3,8.25,3.23,3.2,11,14.8,5.4,9.5,17.6,395.0,Muscle tremors,No,Subclinical
COW-2704,3,6.43,4.69,4.2,20,26.7,3.1,23.0,17.0,281.0,Lethargic,No,Mild
COW-2705,4,6.8,3.26,4.7,-4,37.9,3.9,13.4,15.0,321.3,Unable to stand,No,Mild
COW-2706,4,3.75,4.3,3.0,-4,34.1,1.5,36.9,8.7,173.3,Unable to stand,Yes,Critical
COW-2707,8,6.18,5.98,3.3,11,37.2,3.8,2.3,12.5,385.7,Lethargic,No,Mild
COW-2708,1,8.03,4.7,2.8,22,39.8,6.0,17.3,19.4,425.0,Normal movement,No,Subclinical
COW-2709,5,8.79,7.19,3.4,8,16.3,7.5,23.8,19.5,510.4,Reduced movement,No,Normal
COW-2710,3,4.18,4.85,4.7,22,31.2,0.7,38.3,4.5,135.8,Normal movement,Yes,Critical
COW-2711,1,8.09,4.44,4.5,20,30.2,5.3,-2.2,19.4,405.8,Lethargic,No,Subclinical
COW-2712,2,10.17,7.03,2.6,6,36.1,9.9,39.7,18.1,537.7,Unable to stand,No,Normal
COW-2713,1,5.09,4.34,4.5,-2,24.8,4.0,-13.6,9.9,261.4,Normal movement,Yes,Moderate
COW-2714,1,8.29,5.23,4.3,16,34.0,6.6,36.8,15.4,488.6,Lethargic,No,Subclinical
COW-2715,4,7.26,4.88,2.7,2,40.2,6.7,9.2,15.9,487.5,Unable to stand,No,Subclinical
COW-2716,8,9.37,7.79,2.1,20,36.5,7.7,2.9,21.9,531.0,Normal movement,No,Normal
COW-2717,6,9.73,6.49,2.7,9,14.5,8.8,23.5,24.9,498.8,Muscle tremors,No,Normal
COW-2718,2,8.82,6.26,2.9,22,12.1,8.7,30.7,23.8,483.3,Muscle tremors,No,Normal
